event_id,timestamp,username,ip_address,user_agent,is_malicious,content,attack_type,risk_score,port,protocol,country,city,os,auth_status,auth_method,known_bad_actor,threat_feed_matches,payload_size,payload_hash,action_taken,mitre_technique
bdf0a606-62ac-4843-9e91-8485ba9839e1,2024-10-15 02:59:34.228814,austingregory,150.116.221.144,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_6) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/29.0.821.0 Safari/534.0",False,Just updated our cybersecurity protocols! #InfoSec,Normal,1,80,SMB,Samoa,West Heatherhaven,Ubuntu 20.04,Success,SSO,True,0,8978,1f444e36d2c4f9927c09041fc36b8935,Flagged,None
6dca3537-b447-48d7-8317-d97070c7a023,2024-10-17 16:14:34.228814,kwilliams,14.141.101.44,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.2; Trident/4.1),False,Security awareness training scheduled for next week,Normal,18,22,SSH,Colombia,Pearsonbury,macOS 12,Success,2FA,True,0,1011,d80b6c828fb5be130f27c478eebeddeb,Blocked,None
fa98aa76-0cad-4de8-a182-0a838dc7d451,2024-10-25 12:31:34.228814,laurenhubbard,195.178.244.95,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/5.0),True,Your system has been compromised. Call +1-555-0123,DataExfiltration,92,443,RDP,Saint Martin,East Gabrielle,Ubuntu 20.04,Success,Password,False,1,7366,1488580e11ca7d614ca4e8c442a91173,Blocked,T1204
66d603b2-ee2e-4206-8c8f-552c19bb0f5a,2024-11-01 06:50:34.228814,carrsheryl,28.94.21.184,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; nb-NO) AppleWebKit/531.15.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6531.15.3",True,Your system has been compromised. Call +1-555-0123,DDoS,70,443,HTTPS,Uzbekistan,Nathanmouth,Ubuntu 20.04,Blocked,2FA,False,5,9688,a437c0bdc3102d89feb7b40c1ce809ec,Monitored,T1204
4c1f009b-a3be-4a5c-bb62-c837cba6488e,2024-10-30 22:16:34.228814,shannon56,123.3.44.160,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/3.1),True,Password reset required: enter credentials here,BruteForce,97,22,HTTP,Gambia,Livingstontown,Ubuntu 20.04,Failed,2FA,True,1,8713,9374c361d3a66fc7935f6a3a759b5c44,Flagged,T1204
fb7fd1a2-683b-48ec-9d1b-d207b1484dff,2024-10-10 03:09:34.228814,jenkinsashley,111.44.21.148,Opera/9.94.(X11; Linux x86_64; st-ZA) Presto/2.9.175 Version/11.00,False,Just updated our cybersecurity protocols! #InfoSec,Normal,5,445,HTTPS,Portugal,Acostamouth,iOS 15,Success,API Key,True,0,729,5171ea2dc6f02df52c1151b21dfa5639,Blocked,None
ba1ab5b0-783c-4636-ab96-3828ee20551c,2024-10-10 11:50:34.228814,luke38,223.198.248.51,Mozilla/5.0 (Windows 98; Win 9x 4.90; de-AT; rv:1.9.1.20) Gecko/9005-04-10 21:50:07 Firefox/4.0,False,Great article about zero-trust architecture,Normal,6,3389,SSH,Cambodia,North Michael,iOS 15,Success,2FA,True,0,8502,d58c33c84d12229f5a34074f19c36b58,Blocked,None
22ed7917-1dfe-41c1-b59d-4ae4c4cd9c5b,2024-10-31 10:42:34.228814,phillipmason,110.135.197.45,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; zh-HK) AppleWebKit/535.28.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6535.28.6",True,<script>alert('Your system is infected')</script>,DataExfiltration,91,3389,SMB,Nauru,West Laurieberg,Windows 10,Success,Password,True,4,7764,010821970df4c89b08f88858ad266d9f,Flagged,T1204
4d8fd02d-03ff-4cf0-a3eb-dc3a3aa4d7f4,2024-10-28 18:03:34.228814,raymond99,26.158.99.22,"Mozilla/5.0 (iPad; CPU iPad OS 2_2_1 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) CriOS/36.0.837.0 Mobile/10C597 Safari/531.2",False,Remember to use strong passwords and 2FA everyone!,Normal,6,8080,HTTP,Luxembourg,New Travis,Android 12,Failed,API Key,False,0,7345,30024155fd2fc69994ff131c64e0183f,Allowed,None
3c4bc30a-5a3e-4588-a0ac-2d227821626a,2024-10-29 15:48:34.228814,joshuaerickson,209.174.6.3,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_3 rv:6.0; unm-US) AppleWebKit/533.31.5 (KHTML, like Gecko) Version/5.0.4 Safari/533.31.5",True,Free Bitcoin! Transfer 0.1 BTC to wallet: 1A1zP1...,XSS,76,3389,SMB,United States Virgin Islands,North Ronald,Windows 10,Failed,2FA,True,4,2610,b42f87742aa6769434875ec629c02383,Blocked,T1027
d0ebca5e-755e-45a7-8eb2-a48af1719442,2024-11-01 21:10:34.228814,johnberg,46.106.169.246,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_4 rv:2.0; ak-GH) AppleWebKit/532.4.6 (KHTML, like Gecko) Version/5.0.4 Safari/532.4.6",False,Implementing new firewall rules today,Normal,1,445,SMB,Czech Republic,Ryanfort,Ubuntu 20.04,Blocked,API Key,False,0,9956,565db76823104fbcd369de4ed1c6d184,Blocked,None
c49155c2-d360-4f08-8123-ba872d0a72a2,2024-10-13 12:00:34.228814,jonesadam,170.35.162.65,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_4 rv:3.0; fur-IT) AppleWebKit/535.15.4 (KHTML, like Gecko) Version/4.1 Safari/535.15.4",True,URGENT: Your account will be suspended. Verify now: secure-verify.net,PhishingAttempt,75,8080,HTTP,Estonia,Paulview,Windows 10,Failed,Password,True,5,4333,7c3fc5cbc9a490b2cb6ae77ab44cec1b,Allowed,T1204
34e367fe-5770-4e52-bcaf-b94402033344,2024-10-24 14:48:34.228814,danielallen,7.217.230.19,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/61.0.896.0 Safari/536.1",True,<script>alert('Your system is infected')</script>,MalwareDistribution,96,8080,HTTP,Italy,East Samantha,iOS 15,Failed,Password,True,0,1867,f8381896f198744ed305f54da91af866,Monitored,T1204
62022686-7904-4ba5-ab68-58b58e54aa3d,2024-10-14 02:35:34.228814,ohernandez,190.70.124.84,Mozilla/5.0 (compatible; MSIE 9.0; Windows 95; Trident/4.1),False,Just updated our cybersecurity protocols! #InfoSec,Normal,23,22,RDP,Yemen,Gonzalezfort,iOS 15,Failed,API Key,True,0,7080,5b243d784abf634c212f546fcde86d04,Allowed,None
2a6e49a7-b8a3-44e2-a997-d16b265cde1b,2024-10-09 19:54:34.228814,thomasmalone,133.118.138.214,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/62.0.851.0 Safari/536.2",False,Important: Keep your systems updated,Normal,9,80,SMB,Bermuda,Carrillohaven,Android 12,Failed,2FA,True,0,3853,36d259cae46ce03b034c557b63c5aad9,Flagged,None
68bb002d-5ef8-4a14-a6c3-2d41e555342b,2024-10-06 08:55:34.228814,johnblake,177.236.134.202,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 10.0; Trident/3.0),True,Your system has been compromised. Call +1-555-0123,DataExfiltration,71,445,HTTPS,Chad,Gomezberg,Windows 10,Failed,API Key,False,1,4070,c063072ab87bdf395f0b30be9969609c,Allowed,T1204
95cef6f0-e5c9-450b-802f-3731ac1b9282,2024-11-03 16:35:34.228814,susancollins,54.236.21.35,Opera/8.72.(Windows NT 5.2; sq-AL) Presto/2.9.184 Version/11.00,False,Remember to use strong passwords and 2FA everyone!,Normal,4,445,HTTP,Burundi,Rayshire,iOS 15,Blocked,SSO,True,0,899,7729eb97bb206d3a78ce8b38bf964678,Allowed,None
e33ac2a8-a587-4b78-95cf-acdb8f598001,2024-10-08 03:37:34.228814,howardzachary,164.243.2.143,Mozilla/5.0 (Android 3.2; Mobile; rv:10.0) Gecko/10.0 Firefox/10.0,False,Important: Keep your systems updated,Normal,16,80,RDP,Timor-Leste,Lake Joseph,Android 12,Blocked,SSO,True,0,1658,5321981371daefb413b5be6509db8c0b,Allowed,None
1385296e-3107-4cb1-91f9-07ee2db7421e,2024-10-22 23:59:34.228814,teresarobinson,169.21.149.114,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.0; Trident/4.0),False,Great article about zero-trust architecture,Normal,4,22,RDP,Kuwait,Chaveztown,iOS 15,Failed,SSO,False,0,4609,13d8d15504bbaaab0b7c7cc54cc4ce6a,Blocked,None
bf9dea4a-44f1-47df-a78b-56921aaa659d,2024-10-24 10:33:34.228814,amanda06,175.95.174.120,Mozilla/5.0 (compatible; MSIE 6.0; Windows CE; Trident/3.1),False,Great article about zero-trust architecture,Normal,21,8080,HTTPS,Moldova,North Justinburgh,Ubuntu 20.04,Blocked,API Key,True,0,6834,6a175775f190310ff9ececfe742a7e55,Allowed,None
53463855-db6e-4640-9ab0-d073b86572ee,2024-11-01 00:40:34.228814,jason56,191.241.243.239,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_1; rv:1.9.5.20) Gecko/4770-01-19 03:45:49 Firefox/9.0,False,Attending the cybersecurity conference next week,Normal,16,22,RDP,Belarus,Burchstad,Windows 10,Blocked,API Key,True,0,3884,41f18fda153ffa4dd176ab0e18a59b15,Flagged,None
de92c551-bfea-4239-b2e7-30becaa05bcc,2024-10-18 14:10:34.228814,qibarra,129.16.181.145,Opera/9.57.(X11; Linux i686; tl-PH) Presto/2.9.189 Version/12.00,True,Free Bitcoin! Transfer 0.1 BTC to wallet: 1A1zP1...,DDoS,72,443,HTTP,Netherlands,Lake Richard,Ubuntu 20.04,Blocked,2FA,False,4,1385,7691024380a56989bae0184529cf373e,Monitored,T1110
3e0bd507-858e-4163-aa75-e581cf55a1b0,2024-10-15 22:14:34.228814,gregg44,48.118.52.95,Mozilla/5.0 (Android 3.2.2; Mobile; rv:14.0) Gecko/14.0 Firefox/14.0,False,Attending the cybersecurity conference next week,Normal,1,443,HTTPS,Western Sahara,North Jeffreyfort,macOS 12,Failed,Password,True,0,1832,8d71a5a4edf41d7b0b7c97944e81000e,Monitored,None
2cf40193-37f3-4491-8f18-6de4ac205c45,2024-10-18 05:37:34.228814,xrogers,164.205.34.162,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; bn-BD) AppleWebKit/533.23.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6533.23.1",False,Remember to use strong passwords and 2FA everyone!,Normal,23,8080,SSH,Grenada,East Charles,iOS 15,Failed,2FA,False,0,8240,71f95a303ffc86f88ef6ec1a58bc3349,Monitored,None
6ef58696-9aa1-452e-85ea-c1c1e91b1be6,2024-10-31 04:15:34.228814,victor17,137.53.199.135,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 10.0; Trident/4.1),False,Implementing new firewall rules today,Normal,3,445,SMB,Guernsey,West Vincent,macOS 12,Success,Password,False,0,6320,a86e7069a30997820799656386930d28,Blocked,None
7752c998-566b-4d91-87d0-7ab1e047b051,2024-10-18 20:33:34.228814,cody44,21.240.122.222,Opera/8.45.(X11; Linux x86_64; om-ET) Presto/2.9.164 Version/11.00,False,Just updated our cybersecurity protocols! #InfoSec,Normal,29,80,HTTP,Morocco,South Brianaberg,Ubuntu 20.04,Failed,Password,True,0,8285,b0b9fd15975361757dee2ad1b366af33,Monitored,None
807f8747-1ff3-48b9-823b-91f2f840dcc1,2024-10-19 23:29:34.228814,brucelauren,122.36.51.177,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_1; rv:1.9.4.20) Gecko/5445-11-04 15:21:43 Firefox/3.6.1,True,SELECT * FROM users WHERE username='admin'--,DataExfiltration,82,22,HTTPS,China,Rodriguezland,Windows 10,Success,Password,True,0,8289,10aa248ba1f4efa49e28121833198668,Flagged,T1110
a9b21a8f-a2a5-44cd-a290-4bf9618ae8b4,2024-10-24 02:10:34.228814,alexanderparker,35.14.150.213,"Mozilla/5.0 (Linux; Android 4.4.3) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/39.0.839.0 Safari/532.2",False,Great article about zero-trust architecture,Normal,23,8080,HTTP,Spain,South Michael,Android 12,Failed,API Key,False,0,7575,eaf00c0fd69637bc16e9d741a8ce3758,Flagged,None
e0448c8c-cc0e-4b0a-915b-7b9a5543a922,2024-10-16 08:48:34.228814,vbarrera,158.143.212.31,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.2; Trident/3.1),True,Your system has been compromised. Call +1-555-0123,DDoS,79,445,SMB,Guernsey,Bryanmouth,iOS 15,Blocked,Password,False,4,8938,b03e30e10fed1c4f870e6c8978f8b421,Allowed,T1566
81157220-2b9d-4cfd-87ac-aa43b3bfcde6,2024-11-02 15:33:34.228814,cjones,36.130.161.82,"Mozilla/5.0 (Windows; U; Windows NT 11.0) AppleWebKit/533.19.2 (KHTML, like Gecko) Version/5.1 Safari/533.19.2",True,Your system has been compromised. Call +1-555-0123,BruteForce,71,8080,HTTPS,Ukraine,Johnnytown,Android 12,Success,2FA,True,0,6321,a1e37991390cb19a335e1daeebba9ece,Flagged,T1566
2ed05f9b-7d01-488c-8cd0-b00b78b7ecc6,2024-10-04 23:53:34.228814,anthonypenny,40.227.28.155,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/531.35.2 (KHTML, like Gecko) Version/4.0 Safari/531.35.2",True,Free Bitcoin! Transfer 0.1 BTC to wallet: 1A1zP1...,PhishingAttempt,98,3389,RDP,Suriname,Briggshaven,Android 12,Failed,API Key,False,1,9115,2536ae050641062285cb371caac95c8e,Flagged,T1027
012ed74a-bffe-48ef-826a-13bdf8f8b705,2024-10-13 12:30:34.228814,akim,54.56.199.232,"Mozilla/5.0 (iPad; CPU iPad OS 12_4_4 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) FxiOS/14.8v8332.0 Mobile/29Y133 Safari/534.0",False,New blog post about secure coding practices,Normal,7,8080,SMB,Luxembourg,Bradleychester,Android 12,Success,Password,False,0,541,5b541c640e7d5cb97ffc023f4bfb1936,Allowed,None
859102d7-bc4d-493b-a6a4-4be8862abfcf,2024-10-19 13:21:34.228814,melodysaunders,25.132.94.176,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/3.1),False,Great article about zero-trust architecture,Normal,28,443,SMB,Botswana,Lake Wendy,Ubuntu 20.04,Failed,Password,True,0,2935,4b59b485e65c626894107b02f6e7c7af,Allowed,None
5a269cdf-7e0b-4035-acee-db03d0161445,2024-10-29 22:12:34.228814,codyflores,187.178.139.203,"Mozilla/5.0 (Windows NT 5.0) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/16.0.878.0 Safari/536.1",False,Remember to use strong passwords and 2FA everyone!,Normal,5,445,HTTP,Tunisia,Woodmouth,Ubuntu 20.04,Failed,Password,True,0,8164,783360e8f09fc6446de83c9847b990ec,Blocked,None
4c24d1ce-db9a-4d62-8870-6fbc9d8cb422,2024-10-25 14:01:34.228814,zjohnson,146.137.53.175,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; ak-GH) AppleWebKit/531.49.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6531.49.4",False,Security awareness training scheduled for next week,Normal,4,8080,SSH,Fiji,Calebfort,Windows 10,Failed,API Key,False,0,4761,f66f838f63415aec6035d605f84f0c51,Flagged,None
43be6dd9-1337-4318-b786-68387b048e90,2024-10-30 02:58:34.228814,zthompson,195.171.106.228,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/3.1),True,Your system has been compromised. Call +1-555-0123,MalwareDistribution,91,443,HTTP,Korea,West Monica,macOS 12,Blocked,Password,False,3,4201,4d70f3df8b3c242755df954f4d9a352b,Blocked,T1204
7b1b5a89-3ff9-440f-93fa-1d7492badf71,2024-10-07 14:11:34.228814,shannon60,170.45.51.134,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 11.0; Trident/5.1),True,Click here to claim your prize: bit.ly/malicious-link,PhishingAttempt,88,8080,HTTPS,Aruba,Baileyland,Ubuntu 20.04,Failed,2FA,False,5,8982,2232555b175814f81268ab49c9c007b9,Allowed,T1204
4fb8a1db-17f7-4cc2-8d36-9144d1518b88,2024-10-08 20:40:34.228814,edgarthompson,143.41.181.178,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) CriOS/14.0.857.0 Mobile/70Z679 Safari/535.2",False,Great article about zero-trust architecture,Normal,4,8080,SMB,Martinique,North Krystalmouth,Android 12,Blocked,Password,False,0,8391,e1a1222612d599cc908b0d45b0d231ff,Blocked,None
05fbbe5d-ac77-4af0-961f-736e9140297c,2024-10-09 11:01:34.228814,owilliams,3.132.152.0,Opera/9.99.(X11; Linux x86_64; mn-MN) Presto/2.9.164 Version/11.00,False,New blog post about secure coding practices,Normal,20,80,HTTPS,Argentina,West David,Windows 10,Failed,2FA,False,0,416,531079c2b6fdc4ba91c215d62470e885,Blocked,None
21f6d08a-7f37-47c2-9754-dc6c48e7f910,2024-10-20 16:01:34.228814,hirwin,215.229.134.186,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/2778-09-30 17:44:17 Firefox/8.0,True,<script>alert('Your system is infected')</script>,DDoS,86,3389,HTTP,Saudi Arabia,Port Nicole,Ubuntu 20.04,Success,API Key,False,4,6868,495be51bd97f54e62c0c1d251466d73a,Monitored,T1566
2438a2f1-b806-4e3c-9061-07158db41c1e,2024-10-27 12:48:34.228814,wardcarrie,103.120.143.151,"Mozilla/5.0 (Linux; Android 2.3.1) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/62.0.857.0 Safari/534.1",False,Remember to use strong passwords and 2FA everyone!,Normal,7,445,SMB,Guyana,Poncechester,macOS 12,Failed,Password,True,0,5638,9347d43320c18ae34b6386bef28f9b00,Blocked,None
0cb7ba4d-5e32-4a27-9bf7-f9354a9675c1,2024-11-02 02:25:34.228814,amycowan,202.142.255.37,"Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/533.5.2 (KHTML, like Gecko) Version/4.0.4 Safari/533.5.2",True,<script>alert('Your system is infected')</script>,SQLi,86,8080,SMB,Lesotho,South Adamshire,iOS 15,Blocked,API Key,False,3,3120,7e5ac1e56857d7568fa978da87c46193,Allowed,T1566
691b1b79-cad3-4c99-9519-460417016f63,2024-10-18 14:08:34.228814,smithrandall,20.188.141.146,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_3) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/13.0.826.0 Safari/532.2",True,Congratulations! You've won $1000000. Click now!,DataExfiltration,90,22,HTTP,Fiji,Gonzalezville,Android 12,Success,2FA,True,3,5089,228ddebcae5925ed75ce3660f6682daf,Monitored,T1027
5c58c08d-00f3-4111-bb09-00ad42c98684,2024-10-09 14:24:34.228814,leechase,10.43.247.104,"Mozilla/5.0 (iPhone; CPU iPhone OS 2_2_1 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) CriOS/26.0.873.0 Mobile/52S468 Safari/534.0",True,Free Bitcoin! Transfer 0.1 BTC to wallet: 1A1zP1...,DataExfiltration,97,445,HTTPS,Venezuela,Pamelahaven,Windows 10,Blocked,Password,False,3,2681,4a7a2ecf344a90318f06ed659fbca802,Flagged,T1027
f91a10ae-5615-4548-a0de-07bd9a50d7b2,2024-10-15 17:21:34.228814,ykemp,153.78.143.54,Opera/8.58.(X11; Linux x86_64; kl-GL) Presto/2.9.169 Version/11.00,False,Important: Keep your systems updated,Normal,28,445,SSH,Iceland,Amandaborough,Ubuntu 20.04,Success,SSO,False,0,2809,bfbed8d550277e50d611c72f35c6c081,Monitored,None
e91a3d72-4ac5-46aa-a6df-2c79f477c74e,2024-10-08 08:09:34.228814,lawrence43,198.224.88.183,Opera/9.53.(Windows NT 10.0; da-DK) Presto/2.9.179 Version/10.00,False,Remember to use strong passwords and 2FA everyone!,Normal,6,22,SSH,Mayotte,North Jon,iOS 15,Success,Password,True,0,7967,483e935d613399d1a6653a9db9b132d2,Allowed,None
fa4c06a8-d73d-439f-80dc-fcd743653b76,2024-10-09 17:16:34.228814,potterchristopher,141.12.109.228,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/23.0.896.0 Safari/535.1",True,URGENT: Your account will be suspended. Verify now: secure-verify.net,BruteForce,97,80,RDP,Kuwait,North Maria,Android 12,Failed,Password,False,5,8680,54bec310153899aee6e27feb180838af,Flagged,T1204
5eea0438-2596-42cd-b5cb-1b4e15315aa3,2024-10-22 09:24:34.228814,tina90,17.170.193.154,"Mozilla/5.0 (Linux; Android 3.2.1) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/13.0.833.0 Safari/531.2",True,<script>alert('Your system is infected')</script>,XSS,80,3389,SSH,Serbia,Lake Ronaldfurt,macOS 12,Failed,API Key,True,5,9109,abdcd500104fbf8f39a793a152572af5,Flagged,T1566
d3881123-40a4-4dbe-a19c-937909717941,2024-10-21 11:55:34.228814,josephmata,183.2.198.33,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; tl-PH) AppleWebKit/531.26.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6531.26.5",False,Important: Keep your systems updated,Normal,17,22,HTTP,Jordan,North Jeremyside,Ubuntu 20.04,Success,SSO,True,0,7436,c53471b9778e3125189114c59da62749,Monitored,None
